,Unnamed: 0,bed,bathroom,location,year_built,heating,air_conditioner,basement,security,construction,Floor,fireplace,Roof,Parking,Property_type,zipcode,area,county,salary,price
1358,1359,5.0,4.0,"DENVER, CO 80220",1981.0,"Forcedair, Woodstove",Atticfan,,,,"Carpet, Tile",,,2.0,Residential,80220,"3,444 SqFt.",Denver,44475.0,"$1,010,000"
1329,1330,1.0,1.0,"DENVER, CO 80205",2007.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Tile, Wood",,,1.0,Residential,80205,845 SqFt.,Denver,28545.0,"$400,000"
2150,2151,2.0,4.0,"DENVER, CO 80211",2014.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80211,"1,586 SqFt.",Denver,35753.0,
2122,2123,3.0,3.0,"DENVER, CO 80249",1998.0,Forcedair,Centralair,,,,"Tile, Wood",,,2.0,Residential,80249,"1,420 SqFt.",Denver,63343.0,"$450,000"
3981,4020,2 bed,2 bath,,2001.0,Forced Air,Central Air,,,,,,,2.0,,80209,$680 / sq ft,Denver,57519.0,"$1,099,000"
1252,1253,5.0,3.0,"DENVER, CO 80210",1953.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80210,"2,558 SqFt.",Denver,49953.0,
3278,3288,4 Beds,4 Baths,,1939,Forced Air,Central Air,,,,,"Family Room, Living Room, Wood Burning",,2 spaces,Single Family Residence,80220,"2,272 SqFt",Denver,44475.0,"$675,000"
3374,3384,,,,1917,Baseboard,,,,,,,,2 spaces,,80204,966 SqFt,Denver,28247.0,"$475,000"
2814,2815,"2
Beds","1
Bath","1305 N Downing Street #101, Denver, CO 80218","This home is located at 1305 N Downing Street #101 Denver, Co 80218 Us and has been listed on Homes.com since 12 January 2022 and is currently priced at $365,000, approximately $343 per square foot. This property was built in 1903. 1305 N Downing Street #101 is within the school district(s) Denver Public Schools with nearby schools including Dora Moore School, Morey Middle School, and East High School. Similar properties nearby are 214 E Maple Ave, 1594 W Alameda Ave, 3501 N Cook St, 1100 Logan St, 2546 W 23r Ave D, 1029 N Pennsylvania St 3e, 1598 W Alameda Ave, 2811 Jasmine St, 259 S Clay St, and 669 N Washington St.","Heating Details: Baseboard, Electric",,,,"Construction Materials: Brick, Frame",,,Roof: Composition,Garage: 0 0,Building Features: Low Rise 1 3,80218,"1,064
Sq. Ft.",Denver,33162.0,"$365,000"
1848,1849,4.0,1.0,"DENVER, CO 80219",1955.0,"Forcedair, Naturalgas",Evaporativecooling,,,,Vinyl,,,2.0,Residential,80219,"1,116 SqFt.",Denver,36565.0,"$479,500"
3037,3038,4,2,"Denver, CO 80210",1952.0,,,,,,,,,,Single Family Residential,80210,"2,118",Denver,49953.0,"$740,000"
388,389,1 Bed,1 Bath,"Lakewood, CO 80214",Year Built: 1971,"Heating: Forced Air, Electric",,,,,,,,,Property Type: Apartment,80214,,Jefferson,35134.0,"$1,100/mo"
235,236,Studio-3 Beds,1-2 Baths,"Denver, CO 80202",Year Built: 2015,,,,,,,,,,Property Type: Apartment,80202,,Denver,31295.0,"$1,677 - $4,298/mo"
1077,1078,1.0,1.0,"DENVER, CO 80203",1958.0,Forcedair,Centralair,,,,Vinyl,,,1.0,Residential,80203,632 SqFt.,Denver,27444.0,"$285,000"
1984,1985,3.0,3.0,"DENVER, CO 80239",2018.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80239,"1,729 SqFt.",Denver,44094.0,
3962,4001,5 bed,6 bath,,1951.0,Forced Air,Central Air,,,,Wood,,"Architectural,Shingle",3.0,Single Family Residence,80211,$253 / sq ft,Denver,35753.0,"$1,499,000"
770,771,2.0,2.0,"DENVER, CO 80205",2021.0,Forcedair,Centralair,,,,"Tile, Wood",,,1.0,Residential,80205,981 SqFt.,Denver,28545.0,"$579,000"
2165,2166,1.0,1.0,"DENVER, CO 80231",1985.0,Forced Air,,,,,,,,,Condominium (residential),80231,624 SqFt.,Denver,40908.0,
673,674,3.0,3.0,"DENVER, CO 80221",1940.0,Forcedair,None,,,,"Carpet, Laminate, Tile",,,6.0,Residential,80221,"2,171 SqFt.",Adams,39522.0,"$549,900"
249,250,1-2 Beds,1-2 Baths,"Denver, CO 80223",Year Built: 2018,,,,,,,,,,Property Type: Apartment,80223,,Denver,32853.0,"$1,734 - $2,573/mo"
1574,1575,,1.0,"DENVER, CO 80229",1996.0,Forced Air,Ac.central,,,,,,,,Single Family Residence / Townhouse,80229,952 SqFt.,Adams,43698.0,
3419,3430,6 Beds,4 Baths,,1923,"Hot Water, Radiant",Evaporative Cooling,,,,,,,2 spaces,Single Family Residence,80206,"5,084 SqFt",Denver,40879.0,"$1,700,000"
2081,2082,3.0,2.0,"DENVER, CO 80205",1904.0,"Forcedair, Naturalgas",Evaporativecooling,,,,"Carpet, Linoleum, Tile, Wood",,,2.0,Residential,80205,"1,632 SqFt.",Denver,28545.0,"$665,000"
1823,1824,1.0,1.0,"DENVER, CO 80238",2006.0,Forcedair,Centralair,,,,,,,1.0,Residential,80238,"1,026 SqFt.",Denver,39381.53220255654,"$409,000"
716,717,3.0,3.0,"DENVER, CO 80207",1912.0,Hotwater,None,,,,"Carpet, Tile, Wood",,,1.0,Residential,80207,"2,928 SqFt.",Denver,41722.0,"$950,000"
4644,4701,2 bed,1 bath,,1974.0,Forced Air,Central Air,,,,"Carpet,Tile,Vinyl",,Composition,,Condominium,80247,$199 / sq ft,Arapahoe,50411.666666666664,"$205,000"
2048,2049,2.0,1.0,"DENVER, CO 80219",1994.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80219,936 SqFt.,Denver,36565.0,
4178,4224,2 bed,2 bath,,1997.0,"Forced Air,NaturalGas",Central Air,,,,"Tile,Wood",,,2.0,Condominium,80204,$402 / sq ft,Denver,28247.0,"$765,000"
2724,2725,"2
Beds","2
Baths","475 W 12th Avenue 4E, Denver, CO 80204","This home is located at 475 W 12th Avenue 4e Denver, Co 80204 Us and has been listed on Homes.com since 28 August 2021 and is currently priced at $560,000, approximately $352 per square foot. This property was built in 1999. 475 W 12th Avenue 4e is within the school district(s) Denver Public Schools with nearby schools including Greenlee Elementary School, Kepner Beacon Middle School, and West Leadership Academy. Similar properties nearby are 2525 Arapahoe St Rd115, 1975 N Grant St 811, 130 Pearl St 1001, 1551 W Alaska Pl, 1020 15th St 36e, 800 Pearl St 704, 455 King St, 300 W 11th Ave 15c, and 1860 Washington St 210.",Heating: Yes,Cooling: Yes,,,Architectural Style: Other Style,,Fireplace : Yes,,Garage: Yes,,80204,"1,590
Sq. Ft.",Denver,28247.0,"$560,000"
4498,4551,4 bed,2 bath,,1904.0,"Forced Air,NaturalGas",Evaporative Cooling,,,,"Tile,Wood",,Composition,1.0,Single Family Residence,80204,$285 / sq ft,Denver,28247.0,"$705,000"
1460,1461,2.0,2.0,"DENVER, CO 80237",1974.0,Forcedair,Centralair,,,,"Carpet, Tile, Wood",,,1.0,Residential,80237,"1,374 SqFt.",Denver,51612.0,"$329,900"
1668,1669,4.0,4.0,"DENVER, CO 80238",2022.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Laminate, Tile",,,2.0,Residential,80238,"2,372 SqFt.",Denver,39381.53220255654,"$645,614"
2756,2757,"4
Beds","3
Baths","1834 Blake Street, Denver, CO 80202","This home is located at 1834 Blake Street Denver, Co 80202 Us and has been listed on Homes.com since 25 June 2021 and is currently priced at $1,888,000, approximately $261 per square foot. This property was built in 1939. 1834 Blake Street is within the school district(s) Denver Public Schools with nearby schools including Greenlee Elementary School, Strive Prep - Kepner, and West Leadership Academy. Similar properties nearby are 1834 Blake St, 1650 Fillmore St, 4200 W 17th Ave 401, 1650 Fillmore St 1507, 1901 Wazee St, 2404 Clarkson St, 1901 Wazee St, 3734 Yates St, and 4200 W 17th Ave.",Heating Details: Steam,Cooling Details: Evaporative Cooling,,,Construction Materials: Brick,,,,Garage: 0 0,Building Features: Triplex,80202,"7,237
Sq. Ft.",Denver,31295.0,"$1,888,000"
2000,2001,2.0,2.0,"DENVER, CO 80209",1890.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80209,"1,161 SqFt.",Denver,57519.0,
404,405,1-2 Beds,1-2 Baths,"Denver, CO 80231",,,,,,,,,,,Property Type: Apartment,80231,,Denver,40908.0,"$1,529 - $1,899/mo"
384,385,1-3 Beds,1-2 Baths,"Denver, CO 80220",Year Built: 1973,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80220,,Denver,44475.0,"$1,098 - $2,063/mo"
4469,4519,2 bed,1 bath,,2001.0,Forced Air,Central Air,,,,"Carpet,Laminate",,,,Condominium,80204,$425 / sq ft,Denver,28247.0,"$428,000"
2152,2153,2.0,3.0,"DENVER, CO 80202",2008.0,Forcedair,Centralair,,,,"Carpet, Tile, Wood",,,2.0,Residential,80202,"2,771 SqFt.",Denver,31295.0,"$2,100,000"
1633,1634,3.0,3.0,"DENVER, CO 80207",2001.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80207,"1,380 SqFt.",Denver,41722.0,
4563,4618,1 bed,1 bath,,1973.0,"Baseboard,Hot Water",,,,,Carpet,,Composition,,Condominium,80247,$247 / sq ft,Arapahoe,50411.666666666664,"$120,000"
3925,3964,4 bed,1 bath,,1971.0,Forced Air,Central Air,,,,"Carpet,Wood",,Composition,2.0,Single Family Residence,80231,$301 / sq ft,Denver,40908.0,"$685,000"
4158,4204,2 bed,1 bath,,1952.0,Forced Air,,,,,,,,,Multi Family,80205,$528 / sq ft,Denver,28545.0,"$380,000"
223,224,Studio-2 Beds,1-2 Baths,"Wheat Ridge, CO 80033",,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80033,,Jefferson,38537.0,"$1,845 - $2,742/mo"
2193,2194,3.0,2.0,"DENVER, CO 80207",1952.0,Forcedair,Centralair,,,,,,,2.0,Residential,80207,"1,530 SqFt.",Denver,41722.0,"$499,500"
3136,3139,5,7,"Denver, CO 80206",1952.0,,,,,,,,,,Single Family Residential,80206,"8,328",Denver,40879.0,"$1,800,000"
1824,1825,3.0,5.0,"DENVER, CO 80206",2007.0,"Naturalgas, Radiant",Centralair,,,,Wood,,,3.0,Residential Income,80206,"3,871 SqFt.",Denver,40879.0,"$1,895,000"
4576,4631,2 bed,2 bath,,2001.0,"Forced Air,NaturalGas",Central Air,,,,"Carpet,Tile,Wood",,Rolled Hot Mop,,Condominium,80237,$414 / sq ft,Denver,51612.0,"$1,175,000"
797,798,2.0,3.0,"DENVER, CO 80238",2006.0,Forcedair,Centralair,,,,"Tile, Wood",,,2.0,Residential Income,80238,"2,051 SqFt.",Denver,39381.53220255654,"$750,000"
2871,2872,"2
Beds","3
Baths","Clark at The Hub at Virginia Village in Denver, CO 80222","This home is located in Denver, Co 80222 Us and has been listed on Homes.com since 2 July 2021 and is currently priced at $524,990, approximately $424 per square foot. Similar properties nearby are 4737 E Iliff Ave, 4743 E Iliff Ave, 329 Quebec St 3, 4741 E Iliff Ave, 4745 E Iliff Ave, 3212 S Oneida Way, 1599 S Spruce St, 130 Pearl St 1001, and 3016 S Corona St.",,,,,,,,,,,80222,"1,238
Sq. Ft.",Denver,41932.0,"$524,990+"
9,9,5 Beds,6 Baths,"Denver, CO 80220",Year Built: 2022,Heating: Forced Air,Air Conditioning: Central Air,Basement: Full,,Construction Materials: Brick,Flooring: Wood,Number of Fireplaces: 1,Roof: Composition,Parking Spaces: 3,Property Type: Residential,80220,,Denver,44475.0,"$1,850,000"
1944,1945,4.0,4.0,"DENVER, CO 80238",2022.0,Floorfurnace,Centralair,,,,"Carpet, Vinyl",,,2.0,Residential Income,80238,"2,333 SqFt.",Denver,39381.53220255654,"$693,995"
1838,1839,2.0,2.0,"DENVER, CO 80202",2008.0,Forcedair,Centralair,,,,"Tile, Wood",,,2.0,Residential,80202,"1,780 SqFt.",Denver,31295.0,"$1,270,000"
255,256,1-3 Beds,1-2 Baths,"Littleton, CO 80127",,,,,,,,,,,Property Type: Apartment,80127,,Jefferson,82563.0,"$1,830 - $2,984/mo"
4485,4536,2 bed,2 bath,,2008.0,Forced Air,Central Air,,,,"Tile,Wood",,Membrane,,Condominium,80202,$671 / sq ft,Denver,31295.0,"$1,270,000"
1581,1582,2.0,2.0,"DENVER, CO 80218",1923.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80218,"2,023 SqFt.",Denver,33162.0,
2956,2957,4,3,"Denver, CO 80237",1965.0,,,,,,,,,,Townhouse,80237,"1,584",Denver,51612.0,"$385,000"
924,925,2.0,2.0,"DENVER, CO 80231",1980.0,Forcedair,Centralair,,,,Vinyl,,,1.0,Residential,80231,"1,672 SqFt.",Denver,40908.0,"$369,900"
4406,4454,1 bed,1 bath,,1976.0,"Baseboard,Hot Water",,,,,Vinyl,,,,Condominium,80222,$288 / sq ft,Denver,41932.0,"$159,500"
2508,2509,"2
Beds","1
Bath","3010 Welton Street, Denver, CO 80205","This home is located at 3010 Welton Street Denver, Co 80205 Us and has been listed on Homes.com since 14 January 2022 and is currently priced at $549,000, approximately $558 per square foot. This property was built in 1887. 3010 Welton Street is within the school district(s) Denver Public Schools with nearby schools including Cole Arts And Science Academy, Mcauliffe Manual Middle School, and Manual High School. Similar properties nearby are 2100 16th St 203, 836 E 17th Ave, 3014 Welton St, 1551 Larimer St 805, 880 Hazel Ct, 444 17th St 903, 1975 N Grant St 504, 1705 Grove St, 720 16th St 208, and 3191 W Denver Pl.",Heating Details: Forced Air,Cooling Details: Air Conditioning Room,Basement: Yes,,Construction Materials: Brick,Flooring: Vinyl,,Roof: Composition,Garage: 0 0,Building Features: House,80205,"984
Sq. Ft.",Denver,28545.0,"$549,000"
3775,3811,4 bed,2 bath,,1941.0,"Forced Air,NaturalGas",Central Air,,,,"Carpet,Laminate,Tile,Wood",,Composition,2.0,Single Family Residence,80220,$337 / sq ft,Denver,44475.0,"$775,000"
4136,4180,,,,,,,,,,,,,40.0,,80247,N/A / sq ft,Arapahoe,50411.666666666664,"$850,000"
2779,2780,"1
Bed","2
Baths","1901 Wazee Street #903, Denver, CO 80202","This home is located at 1901 Wazee Street #903 Denver, Co 80202 Us and has been listed on Homes.com since 20 January 2021 and is currently priced at $1,030,000, approximately $1128 per square foot. This property was built in 2020. 1901 Wazee Street #903 is within the school district(s) Denver Public Schools with nearby schools including University Preparatory School, Mcauliffe Manual Middle School, and East High School. Similar properties nearby are 1901 Wazee St, 1901 Wazee St, 1901 Wazee St, 1901 Wazee St, 1901 Wazee St, 1901 Wazee St, 1901 Wazee St, 1901 Wazee St, 1901 Wazee St, and 1901 Wazee St.",Heating Details: Forced Air,Cooling Details: Central Air,,,"Construction Materials: Brick, Concrete","Flooring: Tile, Wood",,Roof: Unknown,Garage: 1 0,Building Features: High Rise 8,80202,"913
Sq. Ft.",Denver,31295.0,"$1,030,000"
539,540,2 Beds,2 Baths,"Denver, CO 80237",Year Built: 1978,"Heating: Forced Air, Other",,,,,,,,,Property Type: Apartment,80237,,Denver,51612.0,
2745,2746,"1
Bed","1
Bath","1750 Wewatta Street #1030, Denver, CO 80202","This home is located at 1750 Wewatta Street #1030 Denver, Co 80202 Us and has been listed on Homes.com since 3 May 2021 and is currently priced at $745,000, approximately $697 per square foot. This property was built in 2019. 1750 Wewatta Street #1030 is within the school district(s) Denver Public Schools with nearby schools including Greenlee Elementary School, Strive Prep - Kepner, and West Leadership Academy. Similar properties nearby are 4200 W 17th Ave 813, 4200 W 17th Ave 411, 1750 Wewatta St 1729, 1735 Central St, 1750 Wewatta St 1122, 1750 Wewatta St 1030, 4200 W 17th Ave 311, 4200 W 17th Ave 611, 1020 15th St, and 1700 Bassett St 2116.","Heating Details: Forced Air, Heat Pump",Cooling Details: Central Air,,,Construction Materials: Brick,"Flooring: Carpet, Stone, Wood",,Roof: Membrane,Garage: 1 0,Building Features: High Rise 8,80202,"1,069
Sq. Ft.",Denver,31295.0,"$745,000"
4475,4526,2 bed,,,1924.0,Forced Air,,,,,Wood,,Composite Shingle,1.0,,80221,$521 / sq ft,Adams,39522.0,"$595,000"
4590,4645,2 bed,1 bath,,1959.0,Forced Air,,,,,Laminate,,Composition,,Multi Family,80205,$386 / sq ft,Denver,28545.0,"$280,000"
1145,1146,,1.0,"DENVER, CO 80202",1967.0,Radiant,Centralair,,,,"Carpet, Laminate",,,,Residential,80202,498 SqFt.,Denver,31295.0,"$229,000"
667,668,1.0,1.0,"DENVER, CO 80219",1929.0,"Forcedair, Naturalgas",None,,,,,,,4.0,Residential,80219,536 SqFt.,Denver,36565.0,"$325,000"
3019,3020,3,2,"Denver, CO 80224",1956.0,,,,,,,,,,Single Family Residential,80224,"1,350",Denver,45504.0,"$850,000"
357,358,Studio-2 Beds,1-2.5 Baths,85 S Union Blvd,Year Built: 2017,,,,,,,,,,Property Type: Apartment,80228,,Jefferson,58130.0,"$1,614 - $2,973/mo"
2831,2832,"3
Beds","3
Baths","4617 S Kipling Circle, Denver, CO 80123","This home is located at 4617 S Kipling Circle Denver, Co 80123 Us and has been listed on Homes.com since 3 January 2022 and is currently priced at $591,070, approximately $294 per square foot. Similar properties nearby are 10145 W Berry Dr.",,,,,,,,,,,80123,"2,011
Sq. Ft.",Jefferson,63482.0,"$591,070"
2783,2784,"2
Beds","1
Bath","4804 W 13th Avenue, Denver, CO 80204","This home is located at 4804 W 13th Avenue Denver, Co 80204 Us and has been listed on Homes.com since 6 July 2021 and is currently priced at $300,000, approximately $364 per square foot. This property was built in 1960. 4804 W 13th Avenue is within the school district(s) Denver Public Schools with nearby schools including Colfax Elementary School, Strive Prep - Lake, and North High School. Similar properties nearby are 6550 W 14th Ave 13, 4445 W Custer Pl, 4828 W 13th Ave, 1594 W Alameda Ave, 1021 Carr St 36, 1015 S Dale Ct, 1259 S Flower Cir A, 4450 W 27th Ave, 4812 W 13th Ave, and 1390 Everett Ct 219.",Heating Details: Forced Air,,,,Construction Materials: Brick,Flooring: Laminate,,,Garage: 0 0,Building Features: Low Rise 1 3,80204,"825
Sq. Ft.",Denver,28247.0,"$300,000"
1353,1354,2.0,3.0,"DENVER, CO 80239",1999.0,"Forcedair, Naturalgas",Evaporativecooling,,,,"Carpet, Laminate, Tile",,,2.0,Residential,80239,"1,133 SqFt.",Denver,44094.0,"$375,000"
470,471,2 Beds,1 Bath,"Denver, CO 80223",Year Built: 1890,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80223,,Denver,32853.0,"$2,150/mo"
2703,2704,"2
Beds","2
Baths","8100 E Union Avenue #1401, Denver, CO 80237","This home is located at 8100 E Union Avenue #1401 Denver, Co 80237 Us and has been listed on Homes.com since 25 August 2021 and is currently priced at $615,000, approximately $348 per square foot. This property was built in 2001. 8100 E Union Avenue #1401 is within the school district(s) Denver Public Schools with nearby schools including Samuels Elementary School, Hamilton Middle School, and Thomas Jefferson High School. Similar properties nearby are 8100 E Union Ave 204, 8100 E Union Ave 1008, 8100 E Union Ave 1401, 8100 E Union Ave, 8100 E Union Ave 412, 6770 S Clermont St, 7874 E Costilla Blvd, 3226 S Glencoe St, 7285 S Tamarac St, and 7126 S Syracuse Ct.",Heating Details: Forced Air,Cooling Details: Central Air,,,Construction Materials: Brick,"Flooring: Carpet, Stone",,Roof: Rolled Hot Mop,Garage: 2 0,Building Features: High Rise 8,80237,"1,768
Sq. Ft.",Denver,51612.0,"$615,000"
3330,3340,3 Beds,2 Baths,,1937,"Forced Air, Humidity Control","Central Air, Ceiling Fan(s)",,,,,"2+ Fireplaces, Family/Recreation Room Fireplace, Basement",,1 space,Single Family Residence,80210,"1,629 SqFt",Denver,49953.0,"$699,900"
3637,3672,1 bed,1 bath,,1961.0,Hot Water,Room Air Conditioner,,,,,,Flat,1.0,,80203,$472 / sq ft,Denver,27444.0,"$299,900"
1396,1397,4.0,3.0,"DENVER, CO 80237",1971.0,Forcedair,Centralair,,,,"Carpet, Laminate, Tile, Wood",,,3.0,Residential,80237,"2,646 SqFt.",Denver,51612.0,"$685,000"
3584,3618,3 bed,2 bath,,2019.0,Forced Air,Central Air,,,,,,,2.0,Multi Family,80210,$497 / sq ft,Denver,49953.0,"$1,597,500"
4463,4513,1 bed,0 bath,,1962.0,Baseboard,,,,,"Laminate,Tile",,Concrete,,Condominium,80220,$342 / sq ft,Denver,44475.0,"$235,000"
3376,3387,5 Beds,6 Baths,,2006,"Forced Air, Radiant",Central Air,,,,,"2+ Fireplaces, Gas, Gas Logs Included, Living Room, Family/Recreation Room Fireplace, Great Room",,2 spaces,Single Family Residence,80210,"6,632 SqFt",Denver,49953.0,"$2,849,000"
1256,1257,2.0,1.0,"DENVER, CO 80205",1951.0,Forcedair,Centralair,,,,Wood,,,1.0,Residential,80205,927 SqFt.,Denver,28545.0,"$420,000"
3512,3535,1 Bed,2 Baths,,"New Const., 2020",Forced Air,Central Air,,,,,,,1 space,Townhouse,80202,995 SqFt,Denver,31295.0,"$1,075,000"
1250,1251,2.0,2.0,"DENVER, CO 80203",1978.0,"Forcedair, Radiant",Centralair,,,,"Carpet, Linoleum",,,1.0,Residential,80203,"1,478 SqFt.",Denver,27444.0,"$550,000"
4782,4844,3 bed,2 bath,,2022.0,Forced Air,Central Air,,,,,,Composition,2.0,,80127,$231 / sq ft,Jefferson,82563.0,"$622,620"
4298,4345,2 bed,1 bath,,2022.0,"Electric,Forced Air,NaturalGas",Central Air,,,,"Carpet,Tile,Wood",,Membrane,2.0,Multi Family,80204,$400 / sq ft,Denver,28247.0,"$960,000"
3284,3294,2 Beds,2 Baths,,1978,,Central Air,,,,,Single Fireplace,,,Townhouse,80231,924 SqFt,Denver,40908.0,"$280,000"
2933,2934,4,4,"Denver, CO 80238",2022.0,,,,,,,,,,Single Family Residential,80238,"4,966",Denver,39381.53220255654,"$1,404,220"
4175,4221,4 bed,2 bath,,1952.0,Forced Air,,,,,Carpet,,Composition,1.0,Single Family Residence,80207,$307 / sq ft,Denver,41722.0,"$715,000"
1852,1853,2.0,1.0,"DENVER, CO 80205",1890.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80205,768 SqFt.,Denver,28545.0,
4844,4910,3 bed,1 bath,,2021.0,Forced Air,Central Air,,,,"Carpet,Laminate",,Composition,,Townhouse,80221,$209 / sq ft,Adams,39522.0,"$246,000"
2105,2106,2.0,1.0,"DENVER, CO 80202",1979.0,"Baseboard, Forcedair",Centralair,,,,"Carpet, Wood",,,1.0,Residential,80202,"1,205 SqFt.",Denver,31295.0,"$525,000"
133,133,Studio-2 Beds,1-2 Baths,"Denver, CO 80211",,,,,,,,,,,Property Type: Apartment,80211,,Denver,35753.0,"$1,610 - $2,615/mo"
928,929,2.0,2.0,"DENVER, CO 80218",1961.0,"Baseboard, Hotwater, Naturalgas",,,,,"Carpet, Laminate, Tile",,,1.0,Residential,80218,952 SqFt.,Denver,33162.0,"$365,000"
823,824,1.0,1.0,"DENVER, CO 80237",1984.0,Baseboard,,,,,"Carpet, Tile",,,2.0,Residential,80237,"1,052 SqFt.",Denver,51612.0,"$259,995"
4520,4574,1 bed,1 bath,,1890.0,Radiant,,,,,Wood,,Composition,,Condominium,80203,$588 / sq ft,Denver,27444.0,"$269,900"
1531,1532,,,"DENVER, CO 80211",2022.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Tile, Wood",,,2.0,Residential Income,80211,"3,392 SqFt.",Denver,35753.0,"$1,350,000"
1214,1215,1.0,2.0,"DENVER, CO 80204",2020.0,"Electric, Forcedair, Heatpump",Centralair,,,,,,,1.0,Residential,80204,952 SqFt.,Denver,28247.0,"$609,000"
504,505,2 Beds,1 Bath,"Denver, CO 80206",Year Built: 1968,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80206,,Denver,40879.0,"$1,895/mo"
4285,4332,3 bed,1 bath,,2022.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Membrane,1.0,Multi Family,80218,$489 / sq ft,Denver,33162.0,"$799,000"
1996,1997,3.0,3.0,"AURORA, CO 80221",2022.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Laminate, Tile",,,2.0,Residential Income,80221,"1,877 SqFt.",Adams,39522.0,"$466,375"
3072,3073,2,2,"Denver, CO 80209",2001.0,,,,,,,,,,Condo,80209,"1,615",Denver,57519.0,"$1,099,000"
1958,1959,3.0,3.0,"DENVER, CO 80247",1997.0,Forcedair,Centralair,,,,,,,2.0,Residential,80247,"1,341 SqFt.",Arapahoe,50411.666666666664,"$528,100"
1384,1385,2.0,2.0,"DENVER, CO 80224",1973.0,Electric,,,,,"Carpet, Linoleum",,,1.0,Residential,80224,"1,200 SqFt.",Denver,45504.0,"$320,000"
894,895,3.0,3.0,"DENVER, CO 80218",2022.0,Forcedair,Centralair,,,,"Carpet, Tile, Wood",,,1.0,Residential Income,80218,"1,673 SqFt.",Denver,33162.0,"$799,000"
455,456,1 Bed,1 Bath,"Denver, CO 80211",,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80211,,Denver,35753.0,
4612,4667,,,,,,,,,,,,,,,80204,N/A / sq ft,Denver,28247.0,"$250,000"
3709,3745,3 bed,3 bath,,2014.0,Forced Air,Central Air,,,,,,"Architectural,Shingle",1.0,Single Family Residence,81301,$640 / sq ft,La Plata,40475.0,"$1,895,000"
4594,4649,2 bed,1 bath,,1971.0,Baseboard,Central Air,,,,"Carpet,Laminate,Tile",,Tar Gravel,,Multi Family,80247,$220 / sq ft,Arapahoe,50411.666666666664,"$263,900"
4268,4315,2 bed,1 bath,,1961.0,"Baseboard,Hot Water,NaturalGas",,,,,"Carpet,Laminate,Tile",,,1.0,Condominium,80218,$383 / sq ft,Denver,33162.0,"$365,000"
3522,3547,1 Bed,1 Bath,,"New Const., 2020","Forced Air, Natural Gas",Central Air,,,,,,,1 space,Condominium,80221,776 SqFt,Adams,39522.0,"$399,900"
4134,4178,1 bed,1 bath,,2020.0,Forced Air,Central Air,,,,,,,1.0,,80202,"$1,095 / sq ft",Denver,31295.0,"$1,090,000"
3602,3636,4 bed,3 bath,,2022.0,"Forced Air,NaturalGas",Central Air,,,,"Carpet,Vinyl",,Composition,2.0,Multi Family,80238,$306 / sq ft,Denver,39381.53220255654,"$745,000"
713,714,2.0,1.0,"DENVER, CO 80218",1885.0,"Electric, Forcedair",,,,,"Laminate, Tile, Wood",,,1.0,Residential,80218,"1,224 SqFt.",Denver,33162.0,"$550,000"
4186,4232,3 bed,2 bath,,2000.0,Forced Air,Central Air,,,,,,,2.0,,80202,$918 / sq ft,Denver,31295.0,"$2,600,000"
2214,2215,4.0,4.0,"DENVER, CO 80207",1904.0,Forcedair,Centralair,,,,"Carpet, Concrete, Tile, Wood",,,3.0,Residential,80207,"5,172 SqFt.",Denver,41722.0,"$1,500,000"
2923,2924,4,3,"Denver, CO 80209",1961.0,,,,,,,,,,Single Family Residential,80209,"3,087",Denver,57519.0,"$999,000"
1810,1811,4.0,2.0,"DENVER, CO 80205",1888.0,Forcedair,None,,,,"Tile, Wood",,,2.0,Residential,80205,"1,400 SqFt.",Denver,28545.0,"$550,000"
3486,3504,1 Bed,1 Bath,,1967,Forced Air,Central Air,,,,,,,,Condominium,80202,796 SqFt,Denver,31295.0,"$274,500"
3141,3145,4,4,"Denver, CO 80205",2022.0,,,,,,,,,,Single Family Residential,80205,"2,145",Denver,28545.0,"$1,200,000"
1827,1828,1.0,1.0,"DENVER, CO 80247",1963.0,"Baseboard, Hotwater",,,,,"Carpet, Tile",,,2.0,Residential,80247,855 SqFt.,Arapahoe,50411.666666666664,"$165,000"
1155,1156,2.0,1.0,"DENVER, CO 80211",1900.0,Forcedair,,,,,Wood,,,,Residential Income,80211,780 SqFt.,Denver,35753.0,"$415,000"
1324,1325,2.0,1.0,"DENVER, CO 80219",1953.0,Naturalgas,None,,,,,,,3.0,Residential Income,80219,704 SqFt.,Denver,36565.0,"$290,000"
